entity_id,name,asset_class,liquidity_band,horizon_years,tech_enabled,tier,confidence,website,exit_quote,audit_flag,source_note,country,allocator,evidence_signal,liquidity_evidence_url,liquidity_evidence_note
movens-capital,Movens Capital,SMV,SMV,,yes,in_disguise,med,https://movenscapital.com/,,,"2026-06-18 admitted SMV IN_DISGUISE per Ethan: structural sub-unicorn (EUR60M Fund 2, EUR0.25-3M checks, EUR50M+ ARR target, CEE region) makes power-law math impossible. Tech-enabled (AI/ML 50%+, B2B  | audited 2026-07-02: https://movenscapital.com/ | 2026-07-02 owner ruling: classify as in-disguise SMV.",Poland,yes,"Multi-stage venture capital fund investing in CEE tech companies with potential for EU, US, or global market leadership.",,
sequel-capital,Sequel Capital,Nimble,Nimble,2-3,yes,verified,high,https://www.sequel-capital.com/,We're not a 10-year fund. Our 2-3 year model is built for founders ready to scale and exit - not wait.,HQ country not stated on official site.,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md) | audited 2026-07-02: https://www.sequel-capital.com/,Unknown,yes,"Invests in vertical Agentic B2B SaaS companies with a focused portfolio, hands-on value creation, and defined near-term exit thesis.",https://www.sequel-capital.com/,homepage
ascendx-ventures,AscendX Ventures AG,Nimble,Nimble,1,yes,self_id,high,https://ascendx.ventures/,"We acquire, build, and exit - targeting full returns within 12 months",,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md) | audited 2026-07-02: https://ascendx.ventures/,Switzerland,yes,Builds and sells turnkey AI-native businesses and also invests in selected ventures to drive full exits within 12 months.,https://ascendx.ventures/,homepage
ltv-saas-fund,LTV SaaS Fund,Nimble,Nimble,3-5,yes,verified,high,https://ltv.fund/,"LTV SaaS Fund seeks short and long-term investment opportunities, with a return rate of approximately 174% over a 3-5 year term",,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md) | audited 2026-07-02: https://ltv.fund/,United States,yes,"U.S. investment fund focused on SaaS and software investments in privately held businesses, including profitable SaaS and marketplace apps.",https://ltv.fund/funds/,homepage
redbud-vc,Redbud VC,Nimble,Nimble,2,yes,verified,med,https://redbud.beehiiv.com/,"Redbud VC had a material exit in two years, selling to a Series A investor.","fast-exit evidence is a partial secondary sale example, not full company-exit proof.",added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md) | audited 2026-07-02: https://redbud.beehiiv.com/p/liquid-future-nimble-vcs-have-a-liquidity-advantage,United States,yes,"Pre-seed VC with a self-published nimble-liquidity thesis around early entry, secondaries, and smaller-fund DPI.",https://redbud.beehiiv.com/p/liquid-future-nimble-vcs-have-a-liquidity-advantage,official newsletter
the2410,The2410,Nimble,Nimble,2-4,yes,self_id,high,https://2410.ee/,"Most projects run for 24-48 months before exit, but selling is not mandatory - if there is strong upside, we continue scaling.",,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md) | audited 2026-07-02: https://2410.ee/en/service/invest-in-saas,Estonia,yes,"Full-cycle SaaS builder/operator that researches, builds, promotes, and sells SaaS projects as businesses.",https://2410.ee/en/service/invest-in-saas,homepage
futurefirst,FutureFirst,Nimble,Nimble,4-6,yes,verified,high,https://www.futurefirst.vc/,A company that is sold for several hundred million dollars after two or three years is a great outcome for a fund like ours.,official homepage is thin; exit thesis verified through CTech interview/article.,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md) | audited 2026-07-02: https://www.calcalistech.com/ctechnews/article/hy9uxu3ubx,Israel,yes,Seed-stage venture fund targeting vertical AI companies that can be sold to larger companies in medium-sized exits after Series A.,https://www.calcalistech.com/ctechnews/article/hy9uxu3ubx,third-party liquidity evidence
mirai-ventures,Mirai Ventures,Nimble,Nimble,2-3,yes,self_id,med,https://miraiventures.substack.com/,"By focusing on ventures that can achieve strategic exits within 24 to 36 months, we maximize IRR for our Limited Partners",self-published source; HQ country not stated.,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md) | audited 2026-07-02: https://miraiventures.substack.com/p/how-mirai-ventures-delivers-superior,Unknown,yes,"Backs lean, capital-efficient AI-native companies structured for strategic acquirer demand and rapid exits.",https://miraiventures.substack.com/p/how-mirai-ventures-delivers-superior,official Substack
firstfounders,FirstFounders (F2),Nimble,Nimble,3,yes,verified,med,https://firstfounders.co/,"The goal is not just to grow companies, but to get them acquired within 36 months.",official site returned empty body; evidence relies on third-party Condia profile.,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md) | audited 2026-07-02: https://thecondia.com/partners/firstfounders-africa-venture-studio-startup/,Nigeria,yes,Nigeria-focused AI-first venture studio/co-builder reducing startup failure rates and designing companies for acquisition.,https://thecondia.com/partners/firstfounders-africa-venture-studio-startup/,third-party liquidity evidence
napkin-ventures,Napkin Ventures,Nimble,Nimble,5,yes,self_id,high,https://www.napkinventures.fund/,"Napkin Ventures will exit the primary management role of these engagements within 5 years by either raising additional capital from a larger preferred investor, the sale of the company or a company buyback of Napkin Ventures' interest.",HQ country not stated on official site.,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md) | audited 2026-07-02: https://www.napkinventures.fund/,Unknown,yes,"Founder-first company creation platform for B2B SaaS concepts, investing up to $2M and building companies toward Series A readiness and strategic exits.",https://www.napkinventures.fund/,homepage
favcy-bts,Favcy Build-to-Sell,Nimble,Nimble,3-4,yes,verified,med,https://www.favcybts.com/,"Favcy strategically designs and builds startups from the ground up, priming them for acquisitions within 36-48 months.",needs_review: primary domain DNS failed; tech-enabled should be judged at program level or per venture before external use.,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md) | audited 2026-07-02: https://indianstartupnews.com/funding/favcy-venture-builders-raises-rs-1-8-crore-6900251,India,yes,"Build-to-sell venture-builder program engineering startups for acquisitions within 36-48 months, but cited cohort examples include both tech and non-tech companies.",https://indianstartupnews.com/funding/favcy-venture-builders-raises-rs-1-8-crore-6900251,third-party liquidity evidence
cocreatd,Cocreatd,Nimble,Nimble,<1,yes,verified,high,https://www.cocreatd.com/,"Notably, Cocreatd achieved a creation-to-exit timeline of just eight months for its System7 acquisition, and took its security venture from concept to LSE listing in six months.",,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md) | audited 2026-07-02: https://www.cocreatd.com/,United Kingdom,yes,"UK venture studio/private investment office co-founding and incubating startups from day zero, including software, AI-development, and security ventures.",https://startupsmagazine.co.uk/article-cocreatd-achieves-ps100m-portfolio-value-first-year,third-party liquidity evidence
2-0-ventures,2.0 Ventures,Nimble,Nimble,3-6,yes,verified,high,https://2point0ventures.com/philosophy/,"Exit: Underwrite each deal to 4.0x MoM (base case) with anticipated hold period of 3-6 years; exit through M&A, secondary sale, IPO","owner-added 150th row; portfolio is mixed consumer/tech, but includes multiple verified tech-enabled companies.","added 2026-07-02 owner-directed 150th row; live philosophy page verifies <7y Nimble horizon; portfolio page includes marketplace, cybersecurity, and application software holdings. | audited 2026-07-02: https://2point0ventures.com/philosophy/",United States,yes,"Invests with an explicit faster-exit thesis and a mixed tech/consumer portfolio that includes marketplace, enterprise cybersecurity, SMB cybersecurity, and application software companies.",https://2point0ventures.com/philosophy/,homepage
twenty-north-street,20 North Street,Nimble,Nimble,3-5,yes,verified,high,https://www.20northstreet.se/,We are looking for a high return which typically is achieved through and exit within 3-5 years.,,"added 2026-07-03 horizon-first discovery; passed Santa source-validity and taxonomy review; official page verifies small-growth investing, tech/software/hardware focus, minority ownership, and 3-5 year exit horizon.",Sweden,yes,"Adds investors and industrial experience to small growth companies, focusing on healthcare and technology companies within software and hardware, with minority ownership and active board representation.",https://www.20northstreet.se/,homepage
agile-angel-partners,Agile Angel Partners,Nimble,Nimble,3-5,yes,verified,high,https://www.agileangelpartners.com/,We look for companies with the potential to exit within 3-5 years.,,"added 2026-07-03 horizon-first discovery; passed Santa source-validity and taxonomy review; official page verifies seed angel investing, software preference, and 3-5 year exit potential.",United States,yes,"Experienced angel group that invests time, assistance, and money in growth-oriented seed-stage startups, favoring opportunities with a software aspect.",https://www.agileangelpartners.com/,homepage
true-wealth-ventures,True Wealth Ventures,Nimble,Nimble,3-5,yes,verified,high,https://truewealthvc.com/,We look for companies where the founders see an acquisition exit opportunity within 3-5 years at a valuation of $100 million or more.,,"added 2026-07-03 horizon-first discovery; passed Santa source-validity and taxonomy review; official pages verify environmental/human health tech categories, Seed-stage investing, and acquisition-exit underwriting.",United States,yes,"Invests in highly scalable women-led businesses improving environmental or human health, including clean manufacturing and supply-chain technology, sustainable ag tech, health tech, femtech, silver tech, and clinical decision support.",https://truewealthvc.com/about/,official about page
fiftyfive-capital,Fiftyfive Capital Liquidity Fund,Nimble,Nimble,2-3,yes,in_disguise,high,https://fiftyfive-capital.com/,"Our Liquidity Fund focuses on: Mature, VC-backed technology companies with clear exit visibility; Typically 2-3 years to exit; Enterprise value above EUR100m.",secondary_fund_review: direct-secondary strategy buys existing shares in mature VC-backed technology companies; kept as review-sensitive Nimble because the liquidity horizon is explicit but the strategy is secondary rather than primary company creation/funding.,added 2026-07-03 horizon-first discovery; passed Santa source-validity and taxonomy review; official secondary-fund page verifies European technology-company focus and 2-3 year exit target.,Denmark,yes,"International growth capital firm headquartered in Copenhagen; Liquidity Fund provides access to exit-ready European technology companies through direct secondary investments, including vertical SaaS, tech-enabled consumer, and healthcare services.",https://fiftyfive-capital.com/?page_id=7082,official secondary fund page
flashpoint-direct-secondary,Flashpoint Direct Secondary,Nimble,Nimble,4-5,yes,in_disguise,high,https://flashpoint.capital/,Time to exit/liquidity event within 4-5 years.,secondary_fund_review: direct-secondary strategy purchases minority shares in growth-stage tech companies; kept as review-sensitive Nimble because it is an early-liquidity allocator rather than primary venture funding.,added 2026-07-03 horizon-first discovery; passed Santa source-validity and taxonomy review; official page verifies growth-stage tech-company secondary strategy and 4-5 year liquidity target.,United Kingdom,yes,"Provides secondary liquidity to shareholders of growth-stage tech companies, usually buying minority 1-10% stakes in companies with over $20M run-rate revenue and healthy Rule-of-40 growth.",https://flashpoint.capital/products/direct-secondary,official strategy page
northern-michigan-angels,Northern Michigan Angels,Nimble,Nimble,3-5,yes,verified,med,https://northernmichiganangels.com/,Companies must have a clear near-term (3-5 year) exit strategy for our investors' benefit.,"broad_regional_angel_group: official criteria include proprietary technology/IP barriers and software/MedTech/FinTech expertise, but the group is sector-broad; keep review-sensitive if atlas later tightens to software-only funds.","added 2026-07-03 horizon-first discovery; passed Santa source-validity and taxonomy review; official pitch page verifies angel capital to high-growth companies, proprietary tech/IP barriers, and 3-5 year exit strategy.",United States,yes,"Accredited-investor angel group funding high-growth startups in Michigan and the Great Lakes Region, with criteria requiring proprietary technology, IP, or other barriers and a clear near-term exit strategy.",https://northernmichiganangels.com/pitch/,official pitch criteria
wasala-venture-studio,Wasala Venture Studio,Studio,Nimble,3-5,yes,verified,high,https://wasala.fi/,The goal is to achieve an exit within 3-5 years.,"owner-ruling 2026-07-03: class Studio, band Nimble (exit speed lives in band)",,Finland,yes,"Venture studio develops software-backed businesses, becomes a shareholder in newly formed companies, and plans exits for the businesses or equity it develops.",https://wasala.fi/,homepage
highline-beta,Highline Beta,Studio,Nimble,3-5,yes,verified,high,https://www.highlinebeta.com/,"If a portfolio company sells for a modest multiple within three to five years, those larger ownership positions translate into meaningful cash returns and IRR.","owner-ruling 2026-07-03: class Studio, band Nimble (exit speed lives in band)",,Canada,yes,"Corporate venture studio frames software ventures around designed liquidity, modest 3-5 year portfolio-company sales, and early acquirer relationships.",https://www.highlinebeta.com/blog/why-exits-define-studio-success,official strategy page
nobody-studios,Nobody Studios,Studio,Nimble,1-3,yes,verified,high,https://nobodystudios.com/,A studio model optimized for 12-36 month acquisition pathways embraces this reality.,"owner-ruling 2026-07-03: class Studio, band Nimble (exit speed lives in band)",,United States,yes,AI venture studio allocates capital across built companies and designs them around clear acquirer profiles and realistic 12-36 month acquisition pathways.,https://nobodystudios.com/2026/02/23/the-venture-studio-advantage-a-new-model-for-ai-investing/,official strategy page
relentless,RELENTLESS,Nimble,Nimble,2-3,yes,verified,high,https://www.berelentless.com/,"Our goal is to complete our objective within 2-3 year, then find the right strategic buyer to scale the company to the next level.",,added 2026-07-03 strict-nimble batch 1 fill; passed Santa source-validity and corrected taxonomy review; official page verifies SaaS buy/build/sell model and strategic-buyer sale horizon.,United States,yes,"SaaS venture studio buys and builds portfolio companies, prepares them for M&A diligence, and designs them for sale to strategic buyers after a 2-3 year objective.",https://www.berelentless.com/we-sell-companies,official strategy page
cityside-ventures,CitySide Ventures,Nimble,Nimble,3-5,yes,verified,med,https://citysidevc.com/,"As part of the overall strategy, the company developed and defined a clear 3-5 years exit strategy and identify the potential buyers.","broad_regional_angel_group: official criteria include scalable tech, AI, digital health, edtech, fintech, medtech, climate/ag tech, protectable IP, and a 3-5 year exit strategy tied to potential buyers; adjacent investor-return language reviewed.",added 2026-07-03 strict-nimble batch 1 fill; passed Santa source-validity and corrected taxonomy review with audit flag; official page verifies tech/IP criteria and buyer-linked 3-5 year exit strategy.,United States,yes,"Angel/venture group deploying early-stage capital into scalable technology and IP-backed startups, with official criteria requiring a 3-5 year exit strategy and identified potential buyers.",https://citysidevc.com/investment-mindset/,official pitch criteria
pixelsky-capital,PixelSky Capital,Nimble,Nimble,4,yes,verified,high,https://www.pixelskycapital.com/,PixelSky Capital is a Secondaries Fund investing in pre-crossover technology and consumer companies that are within 4 years of going public.,secondary_fund_review: accepted under strict liquidity secondary exception; official homepage ties fund to pre-crossover technology companies within four years of public listing.,added 2026-07-03 strict-nimble batch 2; passed Santa source-validity and corrected taxonomy review; homepage supports company/stake liquidity via pre-crossover secondary positions.,India,yes,"Secondaries fund investing in pre-crossover technology and consumer companies positioned within four years of going public, offering startup-stake liquidity rather than revenue payback.",https://www.pixelskycapital.com/,homepage
siena-secondary-fund,Siena Secondary Fund,Nimble,Nimble,3-5,yes,verified,high,https://siena.ee/,Exit potential within 3-5 years. We expect to see a clear path to the final liquidity event either as M&A or IPO.,secondary_fund_review: RE-SOURCED FIRST-PARTY 2026-07-07 - exact 3-5y final-exit horizon now verified on the firm's own /vision page (previously rested on a GP interview).,added 2026-07-03 strict-nimble batch 2; passed Santa source-validity and corrected taxonomy review; credible interview ties direct secondary portfolio companies to final exit in 3-5 years.,Estonia,yes,"VC secondaries fund buying shares in high-growth startups, with GP interview evidence that portfolio companies are selected for a 3-5 year time horizon to final exit.",https://siena.ee/vision,first-party (firm site /vision)
z9-ventures,Z9 Ventures,Nimble,Nimble,3-5,yes,verified,med,https://z9ventures.com/,3-5 year exit horizon,"secondary_fund_review: control-oriented ownership language reviewed; accepted because official source frames early-stage startup investment, technology-enabled operating companies, and sub-$75M exit value rather than repayment or fund-life timing.",added 2026-07-03 strict-nimble batch 2; passed Santa source-validity and corrected taxonomy review; homepage ties startup/technology operating-company investments to 3-5 year exits.,United States,yes,"Invests $250k-$4m in early-stage startups and technology-enabled operating companies, with official investment parameters calling for a sub-$75M exit value and 3-5 year exit horizon.",https://z9ventures.com/,homepage
neo-secondaries-fund,Neo Secondaries Fund,Nimble,Nimble,2-4,yes,verified,med,https://neoalternativeassetmanagers.com/,clear path to exit within 24-48 months post investing,secondary_fund_review: official manager/GIFT pages verify Neo Secondaries Fund; exact technology/AI secondary-stake exit horizon comes from credible industry article.,added 2026-07-03 strict-nimble batch 2; passed Santa source-validity and corrected taxonomy review; evidence ties secondary stakes in unlisted technology and AI/analytics companies to 24-48 month exit paths.,India,yes,"SEBI Category II AIF acquiring secondary stakes in unlisted companies, including technology and AI/analytics exposure, with a stated 24-48 month path to exit after investment.",https://pmsbazaar.com/News/Neo-Alternative-Asset-Managers-Pvt-Ltd/Neo_Asset_Management_Achieves_First_Close_for_Its_Neo_Secondaries_Fund,credible interview
white-whale-secondaries-fund,White Whale Secondaries Fund,Nimble,Nimble,1.5-3,yes,verified,med,https://www.whitewhale.in/,Navigate towards IPO-ready companies with clear exit timelines within 36 months.,secondary_fund_review: RE-SOURCED FIRST-PARTY 2026-07-07 - the <=36-month exit timeline is now verified on the firm's own /secondaries-funds page ('Exit Visibility' card). The 18-month lower bound of the 1.5-3y range remains sourced only to the Inc42 article.,added 2026-07-03 strict-nimble batch 3; passed Santa source-validity and corrected taxonomy review; secondary-fund exception accepted for late-stage startup stakes with public-listing path in 18-36 months.,India,yes,"SEBI Category II AIF secondaries fund investing in late-stage startups, with fintech/consumer technology focus and a stated 18-36 month public-listing path.",https://www.whitewhale.in/secondaries-funds,"first-party (firm site /secondaries-funds); 36mo upper bound firm-stated, 18mo lower bound from Inc42"
tachles-vc,Tachles VC,Nimble,Nimble,3-5,yes,verified,med,https://tachlesvc.com/,"We specifically target early stage AI, cybersecurity, and cloud startups because global acquirers are actively buying innovation. Exits often occur in 3-5 years",credible_interview_review: UVC language monitored; accepted because official page ties AI/cyber/cloud startup exits to global acquirers within 3-5 years.,"added 2026-07-03 strict-nimble batch 3; passed Santa source-validity and corrected taxonomy review; official page links under-6 exits to acquirer demand in AI, cybersecurity, and cloud.",United States,yes,"Early-stage AI, cybersecurity, and cloud investor targeting sectors where global acquirers actively buy innovation and exits often occur within 3-5 years.",https://tachlesvc.com/investors/individuals-liquidity,official strategy page
calculus-vct,Calculus VCT,Nimble,Nimble,3-5,yes,verified,med,https://calculuscapital.com/,Calculus Capital will focus on investing in companies where an exit within 3-5 years through a trade sale or flotation is reasonably foreseeable.,credible_interview_review: accepted as VCT/EIS-style allocator; exact investee-company trade-sale/flotation horizon comes from official prospectus rather than homepage.,added 2026-07-03 strict-nimble batch 3; passed Santa source-validity and corrected taxonomy review; official prospectus states investee-company exit via trade sale or flotation within 3-5 years.,United Kingdom,yes,"EIS/VCT fund manager backing innovative UK businesses across technology, healthcare, and creative industries, with official prospectus language requiring reasonably foreseeable trade-sale or flotation exits within 3-5 years.",https://calculuscapital.com/cms/media/Calculus-VCT-Prospectus-25-26.pdf,official strategy page
