entity_id,name,primary_asset_class,secondary_asset_classes,entity_type,website,active_status,source_tier,geography,sector_focus,capital_model,instrument_types,target_company_profile,non_unicorn_thesis,ecosystem_role,fit_score,evidence_status,last_verified_at,notes
outset-capital,Outset Capital,LMV,Unknown Candidate,micro_vc,https://www.outsetcapital.com/,active,public_web,Unknown,Unknown,Unknown,unknown,micro_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,micro_vc,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
overline,Overline,LMV,Unknown Candidate,regional_seed_vc,https://overline.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,regional_seed_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,regional_seed_vc,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
1337-ventures,1337 Ventures,LMV,Unknown Candidate,Malaysia early-stage VC / accelerator,https://1337.ventures/,active,public_web,Unknown,Unknown,Unknown,unknown,Malaysia early-stage VC / accelerator,candidate supports industry mapping outside or adjacent to classic unicorn VC,Malaysia early-stage VC / accelerator,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
activat-vc,Activat VC,LMV,Unknown Candidate,Kazakhstan venture capital firm,https://activat.vc/en,active,public_web,Unknown,Unknown,Unknown,unknown,Kazakhstan venture capital firm,candidate supports industry mapping outside or adjacent to classic unicorn VC,Kazakhstan venture capital firm,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
anchorless-bangladesh,Anchorless Bangladesh,LMV,Unknown Candidate,Bangladesh early-stage venture investment fund,https://www.anchorless.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,Bangladesh early-stage venture investment fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,Bangladesh early-stage venture investment fund,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Early-stage VC fund in frontier market (Bangladesh) with global capital; fits LMV micro/indie VC profile rather than evergreen/permanent patient capital.
catalyst-fund,Catalyst Fund,LMV,Unknown Candidate,Pre-seed VC and accelerator for inclusive fintech (Africa-focused),https://www.thecatalystfund.com/,active,public_web,Unknown,Unknown,Unknown,unknown,Pre-seed VC and accelerator for inclusive fintech (Africa-focused),candidate supports industry mapping outside or adjacent to classic unicorn VC,Pre-seed VC and accelerator for inclusive fintech (Africa-focused),62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
healthcap-africa,HealthCap Africa,LMV,Unknown Candidate,Female-led healthtech/fintech VC (Pan-African),https://healthcap.co/,active,public_web,Unknown,Unknown,Unknown,unknown,Female-led healthtech/fintech VC (Pan-African),candidate supports industry mapping outside or adjacent to classic unicorn VC,Female-led healthtech/fintech VC (Pan-African),62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
impacta-vc,Impacta VC,LMV,Unknown Candidate,impact_vc_fund,https://www.impacta.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,impact_vc_fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,impact_vc_fund,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Small-check ($100-500K) thematic impact VC in LATAM; sits between LMV (micro VC structure) and Patient Capital (impact thesis); LMV is structurally closer given seed-stage classic VC ticket model with explicit Seed-to-Series A staging.
most-ventures,MOST Ventures,LMV,Unknown Candidate,Kazakhstan / Central Eurasia seed–Series A VC,https://mostfund.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,Kazakhstan / Central Eurasia seed–Series A VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,Kazakhstan / Central Eurasia seed–Series A VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
sp-ventures,SP Ventures,Patient Capital,Unknown Candidate,agfood_climate_vc,https://spventures.com.br/,active,public_web,Unknown,Unknown,Unknown,unknown,agfood_climate_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,agfood_climate_vc,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
salkantay-ventures,Salkantay Ventures,LMV,Unknown Candidate,early_stage_vc,https://www.salkantay.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,early_stage_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,early_stage_vc,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Self-describes as small ($26M AUM) pre-seed/Series A regional VC -- small-fund/micro-VC characteristics fit LMV better than Patient Capital.
verod-kepple-africa-ventures,Verod-Kepple Africa Ventures,LMV,Unknown Candidate,Pan-African growth-stage tech VC (Japan-LP backed),https://vkav.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,Pan-African growth-stage tech VC (Japan-LP backed),candidate supports industry mapping outside or adjacent to classic unicorn VC,Pan-African growth-stage tech VC (Japan-LP backed),62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
mars-investment-accelerator-fund-iaf,MaRS Investment Accelerator Fund (IAF),Sovereign Capital,Unknown Candidate,government_backed_seed_fund,https://marsiaf.com/,active,public_web,Unknown,Unknown,Unknown,unknown,government_backed_seed_fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,government_backed_seed_fund,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->Sovereign Capital: Government-backed evergreen seed fund in Ontario — fits Sovereign Capital's state/public-investment-arm category; Patient Capital also defensible due to evergreen structure.
penny-jar-capital,Penny Jar Capital,LMV,Unknown Candidate,Athlete-backed seed VC (Stephen Curry),https://www.pennyjar.com,active,public_web,Unknown,Unknown,Unknown,unknown,Athlete-backed seed VC (Stephen Curry),candidate supports industry mapping outside or adjacent to classic unicorn VC,Athlete-backed seed VC (Stephen Curry),62,candidate_evidence,2026-05-31,"Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Athlete-backed seed VC with small fund, network-driven value-add — fits LMV (micro/solo/indie VC) rather than Patient."
tedco-maryland-technology-development-corporation,TEDCO (Maryland Technology Development Corporation),Sovereign Capital,Unknown Candidate,state_investment_arm,https://www.tedcomd.com/,active,public_web,Unknown,Unknown,Unknown,unknown,state_investment_arm,candidate supports industry mapping outside or adjacent to classic unicorn VC,state_investment_arm,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
the-veteran-fund,The Veteran Fund,LMV,Unknown Candidate,specialist_vc,https://www.veteran.fund/,active,public_web,Unknown,Unknown,Unknown,unknown,specialist_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,specialist_vc,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
axon-partners-group,Axon Partners Group,LMV,Unknown Candidate,alternative_asset_manager,https://www.axonpartnersgroup.com,active,public_web,Unknown,Unknown,Unknown,unknown,alternative_asset_manager,candidate supports industry mapping outside or adjacent to classic unicorn VC,alternative_asset_manager,62,candidate_evidence,2026-05-31,"Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Mixed model with Growth VC, ClimaTech, and Fund-of-VC-Funds suggests classic VC/specialty rather than Patient Capital evergreen; closer to LMV multi-strategy investment manager."
coparion,Coparion,Sovereign Capital,Unknown Candidate,venture_capital,https://www.coparion.vc,active,public_web,Unknown,Unknown,Unknown,unknown,venture_capital,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture_capital,62,candidate_evidence,2026-05-31,"Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->Sovereign Capital: Backed by ERP-Sondervermögen (Federal Ministry), KfW Capital, and EIB - state-aligned co-investment vehicle. Could fit Sovereign Capital; otherwise UVC. Patient Capital framing weak."
educapital,Educapital,LMV,Unknown Candidate,micro_vc_fund,http://educapitalvc.com,active,public_web,Unknown,Unknown,Unknown,unknown,micro_vc_fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,micro_vc_fund,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Self-describes as 'Edtech & Future of Work VC Fund' targeting late seed-Series B; specialty thematic VC fits LMV better than Patient Capital.
learn-capital,Learn Capital,LMV,Unknown Candidate,edtech specialty VC,https://learn.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,edtech specialty VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,edtech specialty VC,62,candidate_evidence,2026-05-31,"Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Specialty edtech VC backing ventures across education stages - fits LMV niche/specialty VC, not generic Patient Capital."
oneragtime,OneRagtime,LMV,Unknown Candidate,micro_vc_fund,https://www.oneragtime.com,active,public_web,Unknown,Unknown,Unknown,unknown,micro_vc_fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,micro_vc_fund,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Seed/Series B VC platform with club-deal model and €150m AUM is closer to LMV (specialty/indie VC) than Patient Capital.
pitchdrive,Pitchdrive,LMV,Unknown Candidate,micro_vc_fund,https://www.pitchdrive.com,active,public_web,Unknown,Unknown,Unknown,unknown,micro_vc_fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,micro_vc_fund,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
practica-capital,Practica Capital,LMV,Unknown Candidate,micro-VC,https://www.practica.vc,active,public_web,Unknown,Unknown,Unknown,unknown,micro-VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,micro-VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Multi-vintage Baltic regional VC at pre-seed/seed/Series A with €132m AUM fits LMV (regional micro-VC).
reach-capital,Reach Capital,LMV,Unknown Candidate,edtech specialty VC,https://reachcapital.com/,active,public_web,Unknown,Unknown,Unknown,unknown,edtech specialty VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,edtech specialty VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
senovo,Senovo,LMV,Unknown Candidate,venture_capital,https://www.senovo.vc,active,public_web,Unknown,Unknown,Unknown,unknown,venture_capital,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture_capital,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
shorooq-partners,Shorooq Partners,LMV,Unknown Candidate,micro_vc,https://www.shorooq.com/,active,public_web,Unknown,Unknown,Unknown,unknown,micro_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,micro_vc,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
spicehaus-partners,Spicehaus Partners,LMV,Unknown Candidate,venture_capital,https://spicehaus.com,active,public_web,Unknown,Unknown,Unknown,unknown,venture_capital,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture_capital,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
wireframe-ventures,Wireframe Ventures,LMV,Unknown Candidate,climate / bioscience / energy seed VC,https://wireframevc.com,active,public_web,Unknown,Unknown,Unknown,unknown,climate / bioscience / energy seed VC,candidate supports industry mapping outside or adjacent to classic unicorn VC,climate / bioscience / energy seed VC,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
catalyst-romania,Catalyst Romania,LMV,Unknown Candidate,growth equity tech fund (Romania / CEE),https://catalystromania.com/,active,public_web,Unknown,Unknown,Unknown,unknown,growth equity tech fund (Romania / CEE),candidate supports industry mapping outside or adjacent to classic unicorn VC,growth equity tech fund (Romania / CEE),62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: EUR 15-50M classic regional tech VC making 1-3M EUR tickets in growth-stage tech firms; reads as a small/regional VC (LMV-style boutique) rather than Patient Capital.
cintrifuse-capital,Cintrifuse Capital,LMV,Unknown Candidate,regional_seed_vc,https://cintrifusecapital.com/,active,public_web,Unknown,Unknown,Unknown,unknown,regional_seed_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,regional_seed_vc,62,candidate_evidence,2026-05-31,"Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Regional Cincinnati-focused direct + FoF VC vehicle; LMV (regional/ecosystem small fund) fits better than Patient Capital, though regional-FoF blurs the line."
lbbw-venture-capital,LBBW Venture Capital,Sovereign Capital,Unknown Candidate,public_bank_vc_arm,https://www.lbbwvc.de/,active,public_web,Unknown,Unknown,Unknown,unknown,public_bank_vc_arm,candidate supports industry mapping outside or adjacent to classic unicorn VC,public_bank_vc_arm,62,candidate_evidence,2026-05-31,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
one-way-ventures,One Way Ventures,LMV,Unknown Candidate,immigrant_founder_vc,https://www.onewayvc.com/,active,public_web,Unknown,Unknown,Unknown,unknown,immigrant_founder_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,immigrant_founder_vc,62,candidate_evidence,2026-05-31,"Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Thesis-driven Boston seed VC backing immigrant founders; classic LMV / boutique thematic micro-VC, not Patient Capital."
presto-ventures,Presto Ventures,LMV,Unknown Candidate,"deeptech / defense venture capital fund (Prague, Czech Republic)",https://www.prestoventures.com/,active,public_web,Unknown,Unknown,Unknown,unknown,"deeptech / defense venture capital fund (Prague, Czech Republic)",candidate supports industry mapping outside or adjacent to classic unicorn VC,"deeptech / defense venture capital fund (Prague, Czech Republic)",62,candidate_evidence,2026-05-31,"Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Czech-based €150M defense/aerospace/NATO Seed-Series A VC fund — classic mid-sized regional/thematic VC; LMV fits better than Patient Capital (and possibly closer to UVC at €150M scale, but thematic enough to read LMV)."
tecpier,TecPier,LMV,Unknown Candidate,specialty_vertical_vc,https://tecpier.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,specialty_vertical_vc,candidate supports industry mapping outside or adjacent to classic unicorn VC,specialty_vertical_vc,62,candidate_evidence,2026-05-31,"Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Patient Capital->LMV: Vertical specialty (maritime/logistics) early-stage B2B seed VC out of Hamburg — boutique thematic indie fund; LMV fits cleanly, not Patient Capital."
anamcara-capital,Anamcara Capital,LMV,Unknown Candidate,"Solo-GP micro VC fund (Europe, B2B software/AI, Fund I $10.6M)",https://www.anamcaracapital.com,active,public_web,Unknown,Unknown,Unknown,unknown,"Solo-GP micro VC fund (Europe, B2B software/AI, Fund I $10.6M)",candidate supports industry mapping outside or adjacent to classic unicorn VC,"Solo-GP micro VC fund (Europe, B2B software/AI, Fund I $10.6M)",62,candidate_evidence,2026-06-01,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
cambrian-ventures,Cambrian Ventures,LMV,Unknown Candidate,"solo-GP micro VC, fintech-focused pre-seed/seed",https://www.cambrian.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,"solo-GP micro VC, fintech-focused pre-seed/seed",candidate supports industry mapping outside or adjacent to classic unicorn VC,"solo-GP micro VC, fintech-focused pre-seed/seed",62,candidate_evidence,2026-06-01,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
