entity_id,name,website,assigned_verdict,page_type,self_described_class,class_match,note,final_status
revtek-capital,RevTek Capital,https://revtekcapital.com/,genuine_correct,allocator,SMV,True,"Homepage offers 'founder-friendly growth capital' of '$2M to $20M+' to 'recurring-revenue companies' on a 'draw only what you need' basis with '$250M+ Credit provided,' explicitly low-/non-dilutive — ",genuine_correct
spire-capital,Spire Capital,https://spirecap.com/,unverifiable,other,none,False,"spirecap.com 302-redirects to an Atom.com listing reading 'SpireCap.com is for sale! $11,095' — the assigned site is a parked/for-sale domain with no operating-firm content, so the entity cannot be ve",removed_non_entity
toniic,Toniic,https://www.toniic.com/,junk_not_allocator,network_or_membership,none,False,Homepage calls itself 'the global action community for impact investing' and 'a global community of asset owners' providing peer gatherings and a members' directory; the organization itself deploys no,confirmed_ecosystem_nonallocator
trilogy-software,Trilogy Software,https://www.trilogy.com/,genuine_misclassified,allocator,Portfolio Capital,False,"Homepage says 'We buy good software businesses and scale them,' is 'a portfolio of hundreds,' and its 'AI-first platform acquires mature SaaS brands' — a software serial-acquirer/holdco (Portfolio Cap",genuine_flag_reclassify
enduring-ventures,Enduring Ventures,https://www.enduring.ventures/,genuine_correct,allocator,Patient Capital,True,"Self-describes as an 'entrepreneurial holding company' that buys companies 'under no mandate to sell in 3-5 years' and holds them 'over the long term,' owning 'a portfolio of cash-flow positive compan",genuine_correct
evermore-industries,Evermore Industries,https://evermore.industries/,genuine_correct,allocator,Patient Capital,True,"Homepage states 'We acquire and operate businesses... that honors legacy,' 'We invest with no intention to sell, offering business owners a permanent home,' aiming to be 'forever partners' — explicit ",genuine_correct
lab-one-capital,Lab One Capital,https://www.labonecapital.com/,genuine_correct,allocator,Patient Capital,True,"Homepage states 'We buy, build, and hold exceptional Western Canadian businesses. Forever,' 'We invest our own equity,' and 'No fund clock — we buy, build, and compound for the long term' — a permanen",genuine_correct
long-holding-company,Long Holding Company,https://www.longholdco.com/,genuine_correct,allocator,Patient Capital,True,"Homepage 'A Permanent Home For The Business You Built' and 'our goal is to own every business we acquire forever' — a permanent-equity holdco acquiring B2B info/software businesses, matching Patient C",genuine_correct
opalkadia,OpalKadia,https://www.opalkadia.com/,genuine_correct,allocator,Patient Capital,True,"Homepage 'A holding company for the long term' with 'Unlike funds with a clock, we are stewards aiming for permanence' — permanent-equity acquirer of profitable businesses, matching Patient Capital.",genuine_correct
sig-partners,SIG Partners,https://www.sigpartners.com/,genuine_correct,allocator,Patient Capital,True,"Homepage 'A family-owned holding company investing in great American businesses for the long term' with 'no fund, no timeline, and no pressure to sell' — permanent-equity holdco, matching Patient Capi",genuine_correct
sagamore-mountain,Sagamore Mountain,https://www.sagamoremountain.com/,genuine_correct,allocator,Patient Capital,True,"Homepage 'We acquire and operate enduring, cash-flowing businesses with no intention to sell—providing a permanent home' — permanent-equity holdco, matching Patient Capital.",genuine_correct
saturn-five,Saturn Five,https://www.saturnfive.com/,genuine_correct,allocator,Patient Capital,True,Homepage 'Buying and operating some of the best small businesses in America' as 'a diversified family of cash-flow-generating small businesses' with a 'long-term-hold mentality' — permanent-hold acqui,genuine_correct
stoiclane,StoicLane,https://www.stoiclane.com/,genuine_correct,allocator,Patient Capital,True,Homepage 'long-term growth and acquisition platform... operational expertise and patient capital to transform and grow FIRE industries' with control investments up to $150M — explicitly patient capita,genuine_correct
stonehelm-group,StoneHelm Group,https://stonehelmgroup.com/,genuine_correct,allocator,Patient Capital,True,"Homepage cites 'patient, permanent capital,' thinking 'in decades, not quarters,' acquiring equity in recurring-revenue businesses to 'own and grow for decades, not flip' — matching Patient Capital.",genuine_correct
traction,Traction,https://www.tractioncp.com/,genuine_correct,allocator,Patient Capital,True,"Homepage 'private investment firm... acquire family-owned... businesses' that 'looks to provide permanent capital and be long-term owners' unlike traditional PE — permanent-equity holdco, matching Pat",genuine_correct
impro-ventures,Impro Ventures,https://impro.ventures/,unverifiable,other,none,False,"Homepage returned HTTP 403 Forbidden on fetch, so the entity's self-description and allocator status could not be judged from the page.",unverifiable_keep_flag
startup-ignition,Startup Ignition,https://www.startupignition.com/,genuine_correct,allocator,LMV,True,Homepage 'A pre-seed venture capital firm and entrepreneurial ecosystem based in Utah' whose fund invests '$100K–$1M' and writes checks/takes equity — a capital-deploying micro/pre-seed VC plus bootca,genuine_correct
aij-global-holdings,AIJ Global Holdings,https://www.aij.global/,genuine_correct,allocator,Search/ETA,True,"Homepage tagline 'Private Equity & Search Fund Investor' from a 'family-owned, independent holding group' funding search-fund entrepreneurs to acquire SMEs — matching Search/ETA.",genuine_correct
aegis-ventures,Aegis Ventures,https://aegisventures.com,genuine_correct,allocator,Portfolio Capital,True,"Homepage 'a NYC-based venture studio that partners with entrepreneurs and industry leaders to build and scale AI-native healthtech companies,' having launched 5+ portfolio companies with aligned capit",genuine_correct
align-capital-partners,Align Capital Partners,https://aligncp.com/,genuine_misclassified,allocator,Portfolio Capital,False,Page describes a 'growth-oriented private equity firm' making 'control investments' in lower-middle-market B2B/software companies with $2.1B committed capital — a control-buyout PE firm (Portfolio Cap,genuine_flag_reclassify
apis-heritage-capital-partners,Apis & Heritage Capital Partners,https://www.apisheritage.com/,genuine_correct,allocator,Patient Capital,True,"Page describes an investment manager using an Employee-Led Buyout model to 'convert profitable companies from private ownership into employee ownership' (EBITDA $4-10M), a mission-aligned employee-own",genuine_correct
appalachian-capital,Appalachian Capital,https://www.appcapholdings.com,genuine_correct,allocator,Patient Capital,True,"Page describes a private investment firm managing family capital that deploys equity, mezzanine debt and buy-and-build using 'permanent capital to hold investments for generations' — fits Patient Capi",genuine_correct
arada-capital-partners,Arada Capital Partners,https://aradacp.com/,genuine_correct,allocator,Search/ETA,True,Page describes 'a private equity company specialized in investing and advising Search Funds and similar vehicles' that takes stakes through search-fund vehicles — it does deploy capital ('in addition ,genuine_correct
bow-river-capital,Bow River Capital,https://www.bowrivercapital.com/software-growth-equity,genuine_misclassified,allocator,Portfolio Capital,False,"Page describes a Software Growth Equity team deploying 'growth equity capital through majority and minority investments' in software firms ($3-15M revenue) — that is equity growth/buyout capital, not ",genuine_flag_reclassify
cofides,COFIDES,https://www.cofides.es/en,genuine_correct,allocator,Sovereign Capital,True,Page identifies a state-owned development finance institution providing loans and co-investments for 'sustainable investments' and green/climate finance across 100 countries — fits Sovereign Capital (,genuine_correct
cleo-capital,Cleo Capital,https://www.cleocap.com/,genuine_misclassified,allocator,UVC,False,Page describes a venture capital fund backing founders 'at the earliest stages' with $100K-1M checks into software companies 'with potential to become multi-billion dollar enterprises' — classic unico,genuine_flag_reclassify
common-trust,Common Trust,https://www.common-trust.com/,junk_not_allocator,consultancy_or_advisor,none,False,Page states the firm is 'not a law firm or a registered investment advisor' and positions it as an EOT transaction advisory/transition-service firm that designs and executes ownership transitions — it,rescued_allocator->Patient Capital
cranemere,Cranemere,https://www.cranemere.com,genuine_correct,allocator,Patient Capital,True,"Page describes a permanent-capital holding company that 'partners with founders, family-owned companies, and management teams... with perpetual capital and a long-term view,' holding nine portfolio co",genuine_correct
creative-dock,Creative Dock,https://www.creativedock.com,junk_not_allocator,consultancy_or_advisor,none,False,Page describes a corporate venture builder that builds ventures FOR large companies by 'transforming their underutilised assets into profitable new revenue streams' using 'your company's existing asse,rescued_allocator->Portfolio Capital
crestmont-capital,Crestmont Capital,https://www.crestmontcapital.com,genuine_correct,allocator,SMV,True,"Page describes a business lender that 'lent over $2 Billion to over 5,000 business owners,' offering revenue-based financing, term loans and lines of credit — a non-dilutive debt allocator consistent ",genuine_correct
development-bank-of-southern-africa-dbsa,Development Bank of Southern Africa (DBSA),https://www.dbsa.org/,genuine_correct,allocator,Sovereign Capital,True,"Page identifies 'one of the leading African Development Finance Institutions, wholly-owned by the government of South Africa' providing infrastructure financing, climate financing and fund management ",genuine_correct
eot-advisors,EOT Advisors,https://eotadvisors.com/,junk_not_allocator,consultancy_or_advisor,none,False,Self-describes as 'a pioneering financial services firm dedicated to assisting business owners with transitioning their company ownership to an EOT' and 'we can assist in all steps required to sell a ,confirmed_ecosystem_nonallocator
edge-city-inflection-grants,Edge City (Inflection Grants),https://www.edgecity.live/grants-fellowships,junk_not_allocator,accelerator_no_capital,none,False,"Page describes a grant/fellowship program — 'Edge City provides financial support to builders and researchers' via $2,000 Inflection micro-grants and fellowships to young builders — non-recoverable gr",confirmed_ecosystem_nonallocator
efficient-capital-labs,Efficient Capital Labs,https://www.ecaplabs.com,genuine_correct,allocator,SMV,True,"Direct non-dilutive allocator: 'Turn predictable revenue into fast, flexible Non Dilutive Capital' with '$200M+ deployed' and '250+ founders funded' — revenue/ARR-based growth capital, matching SMV.",genuine_correct
fonsis-fonds-souverain-d-investissements-strat-giques,FONSIS (Fonds Souverain d'Investissements Stratégiques),https://www.fonsis.org/en,genuine_correct,allocator,Sovereign Capital,True,"Self-describes as 'the government's sovereign investment fund for strategic projects developed in partnership with the private sector,' investing across water/energy, agribusiness, health and infrastr",genuine_correct
foundersboost,FoundersBoost,https://foundersboost.com/,junk_not_allocator,accelerator_no_capital,none,False,"Pre-accelerator that explicitly deploys no capital: 'Requiring no equity and no fees, our 6-week program' offering only mentorship, focus and connections.",confirmed_ecosystem_nonallocator
four-acres-capital,Four Acres Capital,https://www.fouracres.vc/,genuine_misclassified,allocator,LMV,False,"Self-describes as 'a generalist fund focused on software first technology companies with a competitive moat at the pre-seed and seed stages' — a small early-stage venture fund (LMV territory), not the",genuine_flag_reclassify
futaleufu-partners,Futaleufu Partners,https://futaleufu-partners.com/,junk_not_allocator,network_or_membership,none,False,"Explicitly not a capital allocator: 'We wanted to use the idea of an investment fund to organize talent to support search fund entrepreneurs, with experts in operating support, not as a way to raise c",confirmed_ecosystem_nonallocator
garden-city-equity,Garden City Equity,https://gardencityequity.com/,genuine_correct,allocator,Patient Capital,True,Self-describes as a 'People-first holding company that acquires & grows exceptional businesses for the long term' and a 'Forever Home for your Business' for founder/family-owned businesses — permanent,genuine_correct
grupo-santa-marta,Grupo Santa Marta,https://www.gruposantamarta.com/search-funds/,genuine_correct,allocator,Search/ETA,True,"Allocator into the search-fund model: 'invest in searchers at the earliest stage — before a target is identified,' provides acquisition equity and equity-gap, and calls itself 'a permanent capital par",genuine_correct
hahnbeck,Hahnbeck,https://www.hahnbeck.com,junk_not_allocator,consultancy_or_advisor,none,False,"M&A advisor/broker, not a capital provider: offers 'Extensive support & valuable advice' and 'a strategic approach to close the deal at the highest price' for lower-middle-market e-commerce exits/dive",confirmed_ecosystem_nonallocator
halcyon,Halcyon,https://halcyonaccelerator.org/,junk_not_allocator,accelerator_no_capital,none,False,"Impact accelerator/fellowship offering 'space, community, and access' plus 'tailored business training for product-market fit, capital strategy, and leadership development' — provides training and res",rescued_allocator->LMV
hoban-family-office,Hoban Family Office,https://hobanfamilyoffice.com,genuine_correct,allocator,Patient Capital,True,Self-describes as 'a real estate investment and services-focused family office dedicated to creating value and income for ourselves and others' overseeing $5B+ in real estate assets — a single family ,genuine_correct
impact-fund-denmark-ifu,Impact Fund Denmark (IFU),https://impactfund.dk/,genuine_correct,allocator,Sovereign Capital,True,"Self-describes as Denmark's development finance institution that invests via equity, loans, venture capital and guarantees across 45+ countries ('We invest in sustainable growth... mobilising capital ",genuine_correct
indie-hacker-success-stories-database,Indie Hacker Success Stories Database,https://www.mrrstory.com/stories,junk_not_allocator,article_or_blog,none,False,"Page explicitly calls itself a database of indie hacker interviews ('Dive into our entire database of 38 indie hacker interviews and revenue breakdowns') — a content repository, not a capital allocato",removed_non_entity
innesto-partners,Innesto Partners,https://www.innestopartners.com/,genuine_correct,allocator,Search/ETA,True,"Describes itself as 'among the first funds focused on actively finding and investing in European search fund opportunities,' deploying capital into searchers who acquire SMEs.",genuine_correct
ireland-strategic-investment-fund-isif,Ireland Strategic Investment Fund (ISIF),https://isif.ie/,genuine_correct,allocator,Sovereign Capital,True,"Self-describes as 'a sovereign development fund with a unique mandate to invest on a commercial basis to support economic activity and employment in Ireland,' with named equity/fund commitments.",genuine_correct
legacy-holdings,Legacy Holdings,https://legacyholdings.us,genuine_correct,allocator,Patient Capital,True,"States it 'owns a permanent capital vehicle that acquires and operates family-owned American infrastructure businesses' — a permanent-capital holdco, consistent with Patient Capital.",genuine_correct
legacy-search-partners,Legacy Search Partners,https://www.legacy-partners.de/en/search-fund,genuine_correct,allocator,Search/ETA,True,"Describes itself as 'a European ETA investor' that 'partner[s] with talented entrepreneurs and empower[s] them to find and acquire enduringly profitable companies,' providing capital to searchers.",genuine_correct
maharlika-investment-corporation-mic,Maharlika Investment Corporation (MIC),https://mic.gov.ph/,genuine_correct,allocator,Sovereign Capital,True,Self-describes as 'dedicated to managing the Philippines' sovereign wealth fund' making strategic long-term investments for national development.,genuine_correct
milk-street-ventures,Milk Street Ventures,https://www.milkstreetventures.com/,genuine_correct,allocator,Search/ETA,True,"Founder 'committed all his investing time to search' by 2015; firm actively holds operating companies and search funds, deploying capital rather than advising — Search/ETA is defensible.",genuine_correct
moonbase-capital,Moonbase Capital,https://moonbasecapital.com/,genuine_correct,allocator,Search/ETA,True,Self-describes as 'a global investment firm' that backs 'search Fund Entrepreneurs to acquire and grow established businesses... with disciplined capital' — a fund of search funds.,genuine_correct
newton-equity-partners,Newton Equity Partners,https://www.newtonequity.com/,genuine_correct,allocator,Search/ETA,True,"Describes itself as 'a specialist global fund-of-search-funds focused on succession-driven B2B SMEs,' deploying capital into searchers acquiring SMEs.",genuine_correct
nigeria-sovereign-investment-authority-nsia,Nigeria Sovereign Investment Authority (NSIA),https://www.nsia.com.ng/,genuine_correct,allocator,Sovereign Capital,True,"Self-describes as 'an investment institution of the Federation set up to manage funds in excess of budgeted hydrocarbon revenues,' managing three funds and investing in infrastructure/strategic projec",genuine_correct
norfund-norwegian-investment-fund-for-developing-countries,Norfund (Norwegian Investment Fund for Developing Countries),https://www.norfund.no/,genuine_correct,allocator,Sovereign Capital,True,"State-owned DFI ('The Norwegian Investment Fund for Developing Countries') that invests as a minority financial investor in renewable energy, financial inclusion and green infrastructure across develo",genuine_correct
obran-cooperative,Obran Cooperative,https://www.obran.coop/,genuine_correct,allocator,Patient Capital,True,"Page: ""Obran is a worker-owned cooperative conglomerate corporation"" that acquires and operates businesses long-term (Legacy Program / ""Sell your Business""), a permanent worker-owned acquirer that fit",genuine_correct
on-deck-founder-fellowship-odf,On Deck Founder Fellowship (ODF),https://joinodf.com/,junk_not_allocator,accelerator_no_capital,none,False,"Page explicitly states ""We don't take any equity"" — a one-week non-dilutive founder fellowship/community that deploys no capital, so it is not an allocator and the LMV assignment (which requires fello",confirmed_ecosystem_nonallocator
patona-partners,Patona Partners,http://patonapartners.com,genuine_correct,allocator,Patient Capital,True,"Page: ""Patona Partners is a family investment firm"" and ""Investing our own capital means that we invest for the long haul"" — a family-office long-hold equity acquirer, squarely Patient Capital.",genuine_correct
project-equity,Project Equity,https://project-equity.org/,genuine_correct,allocator,Patient Capital,True,"Although a 501(c)3 EO-transition advisor, the page states ""Our fund can provide working and / or transaction capital before, during or after the transaction,"" so it does deploy its own employee-owners",genuine_correct
pula-fund-bank-of-botswana,Pula Fund (Bank of Botswana),https://www.bankofbotswana.bw/content/pula-fund,genuine_correct,allocator,Sovereign Capital,True,"Page describes it as Botswana's ""Sovereign Wealth Fund (SWF)"" / ""long-term investment portfolio"" established 1994 to preserve diamond-export income for future generations by investing excess FX reserv",genuine_correct
purpose-purpose-foundation-purpose-us,Purpose (Purpose Foundation / Purpose US),https://www.purpose-us.com/,junk_not_allocator,consultancy_or_advisor,Patient Capital,False,"Page: ""Purpose US supports business and community leaders to adopt steward-ownership"" and explicitly no longer handles transactions directly (refers clients to sister org Common Trust) — an educationa",confirmed_ecosystem_nonallocator
purpose-owned,Purpose Owned,https://www.purposeowned.com/,junk_not_allocator,consultancy_or_advisor,Patient Capital,False,"Page self-describes as ""a consultancy for ownership & leadership succession planning using Purpose Trusts"" that helps owners codify purpose in legal structures — pure advisory, deploys no capital, so ",confirmed_ecosystem_nonallocator
recurring-capital-partners,Recurring Capital Partners,https://recurring.capital/,genuine_correct,allocator,SMV,True,"Page: provides ""straight-forward growth debt financing... without the dilution or onerous governance of raising equity"" ($325M+ across 70+ B2B SaaS companies) — a direct non-dilutive growth-debt lende",genuine_correct
remote-first-capital,Remote First Capital,https://www.remotefirstcapital.com/,genuine_correct,allocator,LMV,True,"Page: ""A small fund by remote founders, operators and early investors"" writing first checks ($100-200k) at pre-seed/seed — an operator-led micro/solo fund (now Prototype Capital), consistent with LMV ",genuine_correct
roux-institute-founder-residency,Roux Institute Founder Residency,https://roux.northeastern.edu/entrepreneurship/founder-residency/,junk_not_allocator,accelerator_no_capital,none,False,"Page states the residency is ""free to attend, with no fees or equity requirements"" and provides ""no equity or financial cost"" (only mentorship and ~$300k in partner credits) — deploys no capital, so n",confirmed_ecosystem_nonallocator
smeventures,SMEVentures,https://www.smeventures.com/,genuine_correct,allocator,Search/ETA,True,"Page: an entrepreneur-led search/acquisition platform pairing ""searchers"" with patient capital to buy and operate APAC SMBs ($1.5-6M EBITDA, ""holding period? Forever"") — a Search/ETA allocator.",genuine_correct
spectra-investments,Spectra Investments,https://spectrainvest.com/en/search-funds-en/,genuine_correct,allocator,Search/ETA,True,"Page self-describes as a ""Leading Global Search Fund Investor"" — ""Since 2016, we have been investing in Search Funds"" (15+ deals across 23 countries), backing searchers with capital to acquire busines",genuine_correct
spectrum-equity,Spectrum Equity,https://www.spectrumequity.com/,genuine_correct,allocator,SMV,True,"Self-describes as 'a growth equity firm building value through... focused commitment' investing in recurring-revenue software companies, a genuine non-unicorn middle-market allocator; SMV is the least",genuine_correct
startx,StartX,https://web.startx.com/,junk_not_allocator,accelerator_no_capital,none,False,"Page states 'We take no equity and charge no fees... we invest in the potential of people' — an equity-free Stanford founder community/accelerator that deploys no capital, so not an allocator.",confirmed_ecosystem_nonallocator
startup-booted,Startup Booted,https://www.startupbooted.com/companies-succeeded-bootstrapping,junk_not_allocator,article_or_blog,none,False,"This is a 'One-stop Guide For Business Growth' listicle article about companies that grew without funding, not a fund or capital allocator.",removed_non_entity
steward-ownership,Steward Ownership,https://www.impactterms.org/steward-ownership,junk_not_allocator,article_or_blog,none,False,"An impactterms.org definitional glossary article ('Steward-ownership refers to a set of legal structures...'), explicitly disclaiming it is not legal advice — an explainer, not an allocator.",removed_non_entity
superangel-fund,SuperAngel.Fund,https://superangel.vc/,genuine_correct,allocator,LMV,True,"Self-describes as an 'Early-stage fund that invests in Consumer, PropTech & Future of Work' run by solo GP Ben Zises with $25M+ deployed across 150+ companies — a genuine solo-GP/micro fund = LMV.",genuine_correct
ttcer-partners,TTCER Partners,https://ttcerpartners.com/,genuine_correct,allocator,Search/ETA,True,States they 'partner with exceptional entrepreneurs' and have 'played a role in building over 200 search-acquired and other businesses' with a 'focus on search fund investing' — a genuine Search/ETA a,genuine_correct
tembo-search-partners,Tembo Search Partners,https://tembosearch.com/en/search-funds/,junk_not_allocator,consultancy_or_advisor,none,False,The /search-funds/ page explains the search-fund model and positions the firm as matching searchers with Mittelstand targets and providing transaction structuring/DD/valuation support 'as advisors wit,rescued_allocator->Search/ETA
tet-ventures,Tet Ventures,https://www.tet.vc/,genuine_misclassified,allocator,LMV,False,"Self-describes as a solo-GP foodtech micro-fund that 'invest[s] 50k - 250k at the earliest stages' — a genuine allocator but it is LMV (solo-GP micro fund), not Patient Capital as assigned.",genuine_flag_reclassify
the-rise-of-evergreen-fund-structures-for-private-credit,The Rise of Evergreen Fund Structures for Private Credit,https://channelcapital.io/evergreen-private-credit,junk_not_allocator,article_or_blog,none,False,"The entity is an article title; the page is an educational blog post ('As private credit evolves, fund managers are increasingly turning to evergreen structures...') on Channel Capital's site, not an ",removed_non_entity
vesta-software-group,Vesta Software Group,https://www.vestasoftwaregroup.com/,genuine_misclassified,allocator,Portfolio Capital,False,"States 'As a buy-and-hold acquirer of software businesses, we've never sold a single business' with 60+ vertical-market-software acquisitions — a Constellation-style VMS serial acquirer = Portfolio Ca",genuine_flag_reclassify
vibe-capital,Vibe Capital,https://vibe.vc/,genuine_correct,allocator,LMV,True,Solo-GP fund where founder Ankur Nagpal contributes one-third of capital personally and 'invest[s] in early-stage technology companies around the world' with no management fees — a genuine operator/so,genuine_correct
visible-hands-vhnyc-fellowship,Visible Hands (VHNYC Fellowship),https://www.visiblehands.vc/program-vhnyc,genuine_correct,allocator,LMV,True,"Program states founders 'receive $10,000 in non-dilutive funding as part of the VHNYC Fellowship—with the potential for future investments from Visible Hands' — a fellowship that deploys capital = LMV",genuine_correct
vistara-growth,Vistara Growth,https://vistaragrowth.com/,genuine_correct,allocator,SMV,True,"Homepage: 'we're unique in our ability to create tailored investment structures comprised of growth debt, growth equity, or any combinations thereof' for mid-late stage tech companies — a non-dilutive",genuine_correct
volition-capital,Volition Capital,https://www.volitioncapital.com/,genuine_correct,allocator,SMV,True,"Growth equity firm that leads minority/majority investments in founder-led, capital-efficient software businesses (e.g. $40M Keynes, $30M BusRight), consistent with the SMV capital-efficient-growth bu",genuine_correct
wad-capital,WAD Capital,https://wadcap.com/,genuine_correct,allocator,Search/ETA,True,"Self-describes as 'Europe's only institutional search fund focusing on succession and generation transitions,' acquiring SMEs and pairing them with CEOs-in-Residence — textbook institutionalized Searc",genuine_correct
zero-1,Zero 1,https://www.zero-1.co,genuine_correct,allocator,Portfolio Capital,True,"Self-describes as 'a venture builder that partners with leading corporations to build companies,' co-creating and operating ventures with 'skin in the game' — a venture studio/builder, fitting Portfol",genuine_correct
base-case-capital,base case capital,https://basecase.vc,genuine_correct,allocator,LMV,True,"Homepage: 'basecase writes the first check to builders' with '$1-5m checks, no board seat' pre-product, run by solo GP Alana Goyal — a solo-GP pre-seed fund, fitting LMV.",genuine_correct
alaska-permanent-fund-corporation,Alaska Permanent Fund Corporation,https://www.apfc.org/,genuine_correct,allocator,Sovereign Capital,True,"Self-describes as a state-owned corporation 'Managing Alaska's Sovereign Wealth Fund' across diversified asset classes — a sovereign wealth fund, fitting Sovereign Capital.",genuine_correct
align-collaborate,Align Collaborate,https://aligncollaborate.com/,genuine_correct,allocator,Search/ETA,True,"Homepage: 'backing independent sponsors with equity capital is our only focus,' investing $10-30M equity per deal — an equity backer of independent sponsors, fitting Search/ETA.",genuine_correct
alleyway-capital,Alleyway Capital,https://www.alleywaycapital.com/,genuine_misclassified,allocator,Portfolio Capital,False,"Homepage: 'We buy great little digital businesses,' taking controlling stakes and stating they 'do not look to flip the businesses we buy' — a buy-and-hold software holdco (Portfolio Capital), not an ",genuine_flag_reclassify
american-operator,American Operator,https://www.americanoperator.com/,genuine_correct,allocator,Search/ETA,True,Homepage: 'acquires small businesses from retiring owners and partners with the next-generation of proven industry operators to own and lead' via an Operate-to-Own equity model — an ETA-style SMB acqu,genuine_correct
apex-service-partners,Apex Service Partners,https://apexservicepartners.com/,genuine_misclassified,allocator,Portfolio Capital,False,Homepage states professionals are 'dedicated to sourcing and executing company acquisitions' across HVAC/plumbing/electrical brands — a roll-up/serial-acquirer consolidation platform (Portfolio Capita,genuine_flag_reclassify
avon-river-ventures,Avon River Ventures,https://avonriverventures.com/,genuine_correct,allocator,SMV,True,"Self-describes as 'a trusted global structured credit manager that directly deploys institutional-grade capital into small and medium-size businesses,' with $1-75M structured credit/venture debt — a n",genuine_correct
bahrain-mumtalakat-holding-company,Bahrain Mumtalakat Holding Company,https://www.mumtalakat.bh/,genuine_correct,allocator,Sovereign Capital,True,"Self-describes as 'the sovereign wealth fund of the Kingdom of Bahrain' managing a diversified portfolio of local, international, and government holdings — fitting Sovereign Capital.",genuine_correct
bay-grove,Bay Grove,https://www.bay-grove.com/,genuine_correct,allocator,Patient Capital,True,"Page: ""an Owner-Operator with a Simple Strategy"" that builds ""platform companies that can grow over long time horizons"" and makes ""decisions with a truly long-term outlook"" — a long-hold permanent-cap",genuine_correct
beacon-software,Beacon Software,https://beaconsoftware.com/,genuine_misclassified,allocator,Portfolio Capital,False,"Page: ""A long-term holding company that acquires essential software businesses"" / ""Unlike traditional private equity, our plan is not to resell"" — this is a buy-and-hold serial software acquirer (Port",genuine_flag_reclassify
big-band-software,Big Band Software,https://www.bigbandsoftware.com/,genuine_misclassified,allocator,Portfolio Capital,False,"Page: ""we harmonize capital, culture and teams to buy and grow SaaS companies"" and ""Unlike the private equity model, we buy companies we want to run long term"" — a buy-and-hold SaaS holdco (Portfolio ",genuine_flag_reclassify
blenheim-chalcot,Blenheim Chalcot,https://blenheimchalcot.com/,genuine_correct,allocator,Portfolio Capital,True,"Page: ""a leading global venture builder"" that ""originate[s] the ideas for the businesses ourselves, grow them from the ground up"" with £1.5b AUM — a venture studio, squarely Portfolio Capital.",genuine_correct
blue-like-an-orange-sustainable-capital,Blue like an Orange Sustainable Capital,https://bluelikeanorangecapital.com/,genuine_misclassified,allocator,Patient Capital,False,"Page: a private ""sustainable capital"" manager providing ""predominantly mezzanine debt"" for ""social and environmental impact"" in emerging markets — a mission/impact debt fund (Patient Capital), not a s",genuine_flag_reclassify
bluejay-capital,Bluejay Capital,https://bluejay-capital.com/,genuine_misclassified,allocator,Search/ETA,False,"Page: ex-industry operators who ""partner with founder-led T&L businesses and empower management teams with capital, strategy, and industry expertise"" — an operator-led independent sponsor (Search/ETA,",genuine_flag_reclassify
british-columbia-investment-management-corporation-bci,British Columbia Investment Management Corporation (BCI),https://www.bci.ca/,genuine_correct,allocator,Patient Capital,True,"Page: ""one of Canada's largest institutional investors, trusted by 32 public sector and institutional clients"" managing ~$295B across private equity, infrastructure and real estate — a long-horizon pu",genuine_correct
cpc,CPC,https://www.cpc.llc/,genuine_correct,allocator,Patient Capital,True,"Page: mission to ""buy, build, and hold™ great businesses for the long term,"" owned by ""large family offices and successful entrepreneurs"" and ""does not use enterprise leverage"" — a family-office-backe",genuine_correct
cake-ventures,Cake Ventures,https://cake.vc/,genuine_misclassified,allocator,LMV,False,"Page: ""We invest at seed and pre-seed into companies that reflect changing demographics"" — an early-stage solo-GP/micro venture fund (LMV, matching its own entity_type), not permanent/evergreen Patien",genuine_flag_reclassify
camelback-ventures,Camelback Ventures,https://www.camelbackventures.org,genuine_correct,allocator,LMV,True,"Page: ""a rigorous venture accelerator, the Camelback Fellowship, providing capital & community,"" citing ""$10M"" invested in Fellows and ""$432M"" follow-on — an accelerator/fellowship that actually deplo",genuine_correct
catalytic-climate-finance-facility-cc-facility,Catalytic Climate Finance Facility (CC Facility),https://www.ccfacility.org/,junk_not_allocator,accelerator_no_capital,none,False,"Page: ""helps the most innovative blended climate finance structures become investable solutions"" via ""grants ... of up to USD 500,000"" and technical assistance — it accelerates/funds OTHER vehicles' f",confirmed_ecosystem_nonallocator
cephas-partners,Cephas Partners,https://www.cephaspartners.com/,genuine_correct,allocator,Patient Capital,True,"Page: ""a private equity firm specializing in alternative investments"" emphasizing ""patient and disciplined investing"" with $5B+ managed — a faith-based long-hold alternatives investor, defensibly Pati",genuine_correct
cicero-capital,Cicero Capital,https://www.cicero-capital.in/,genuine_correct,allocator,Search/ETA,True,"Page calls itself ""a 'Search Fund'"" that raised funds from 15+ investors to ""search for, acquire, and lead a privately held company for the medium to long term"" in India.",genuine_correct
climate-fund-managers,Climate Fund Managers,https://climatefundmanagers.com/,genuine_correct,allocator,Sovereign Capital,True,"Self-describes as blending ""private and public capital"" via funds (Climate Investor One/Two/Three, GAIA) deploying ""private equity and private credit facilities"" for climate mitigation — classic blend",genuine_correct
co-op-cincy,Co-op Cincy,https://coopcincy.org/,junk_not_allocator,accelerator_no_capital,none,False,"Nonprofit that ""nurtures a network of worker-owned businesses"" and provides training/transition support; it does not deploy its own capital, instead facilitating ""loans, grants, and equity... through ",confirmed_ecosystem_nonallocator
