entity_id,name,primary_asset_class,target_economy,is_tech_for_vertical,reason
pamlico-capital,Pamlico Capital,Portfolio Capital,tech,False,"Targets 'Communications, Healthcare IT, Info Services, Software, Tech-Enabled Services' middle-market companies — explicit software/tech focus."
patria-investments,Patria Investments,Portfolio Capital,mixed,False,"LatAm alt-asset manager across PE, infrastructure, real estate, credit, insurance; broad real-asset heavy, not specifically tech."
peakline-partners,Peakline Partners,Patient Capital,mixed,False,"Curated platform spanning real estate (multifamily/office/industrial/retail), PE/private credit, and VC fund-of-funds; multi-asset incl. real assets."
pearl-capital-partners,Pearl Capital Partners,Patient Capital,traditional,False,"East African agribusiness SMEs in dairy, horticulture, vanilla, coffee, meat, poultry — physical farming/value chains, no tech."
phatisa,Phatisa,Patient Capital,traditional,False,"African 'food value chain' PE plus a housing fund — physical agriculture and real estate, no tech signal."
premji-invest,Premji Invest,Patient Capital,mixed,False,"Evergreen across 'AI/drug discovery, biopharmaceuticals/gene therapy, robotics, plant chemistry' — mix of tech/deep-tech and physical biopharma/science."
renew-capital,Renew Capital,LMV,tech,False,'Early-Stage Venture Capital Firm in Africa' funding 'tech and tech-enabled African startups' — explicit tech focus.
riverwood-capital,Riverwood Capital,Portfolio Capital,tech,False,Growth equity into 'high-growth technology and technology-related companies' — explicit tech mandate.
s2g-investments,S2G Investments,Patient Capital,mixed,False,"Venture & growth in food & agriculture, energy, and oceans — physical real-economy sector transition; not exclusively tech."
sahel-capital,Sahel Capital,Patient Capital,traditional,False,"Sub-Saharan 'food and agriculture' across crop/livestock value chains, processing, branded packaged foods — physical, no tech."
saudi-industrial-development-fund,Saudi Industrial Development Fund,Sovereign Capital,traditional,False,"Development-finance loans for Industrial, Mining, renewable Energy, and Logistics projects — physical infrastructure, not tech."
the-sovereign-fund-of-egypt,The Sovereign Fund of Egypt,Sovereign Capital,mixed,False,"Sovereign multi-sector subfunds: Tourism/Real Estate, Infrastructure/Utilities, Healthcare/Pharma, Financial Services/Fintech, telecoms — mostly physical with some fintech."
tower-arch-capital,Tower Arch Capital,Portfolio Capital,traditional,False,Control PE in 'middle-market businesses (often family/founder/entrepreneur-owned)' via recaps and growth; no tech signal.
trinity-capital,Trinity Capital,SMV,mixed,False,"Venture-debt BDC spanning Tech Lending plus Equipment Financing, Healthcare/Life Sciences, Sponsor Finance, Asset-Based Lending — tech plus physical-collateral lending."
trivest-partners,Trivest Partners,Patient Capital,traditional,False,PE 'exclusively focused on founder-led and family-owned businesses' lower middle market in US/Canada; no tech signal.
verod-capital,Verod Capital,Patient Capital,mixed,False,"African PE across consumer, financials, materials, industrials, etc. plus a separate VC fund for 'FinTech, Logistics, HealthTech, EdTech, Software' startups — genuinely both."
victory-park-capital,Victory Park Capital,SMV,mixed,False,"Asset-backed credit and specialty finance to non-bank FIs, asset managers, and 'specialty real estate' — financial/real-asset collateral, not specifically tech."
vista-credit-partners,Vista Credit Partners,SMV,tech,False,'Dedicated to enterprise software' — credit to sponsor-backed and founder-led 'software and tech-enabled' companies; explicit software focus.
wind-point-partners,Wind Point Partners,Portfolio Capital,traditional,False,"Control PE in Consumer Products (Pet, Food), Industrial Products (Specialty Materials, Packaging), services — physical products, no tech."
i80-group,i80 Group,SMV,tech,True,"Asset-based finance to 'fintech and other sectors... platforms with scalable models' — fintech-led, platform/scalable tech signal."
blue-frame-capital,Blue Frame Capital,Search/ETA,traditional,False,"Search-fund capital for searchers acquiring 'traditional operating businesses (predictable revenue, low customer concentration)' — explicitly traditional."
eta-funding-partners,ETA Funding Partners,Search/ETA,traditional,False,Equity to self-funded searchers in the ETA ecosystem acquiring established operating businesses; no sector/tech signal — canonical main-street ETA.
kingsway-search-xcelerator,Kingsway Search Xcelerator,Portfolio Capital,mixed,False,"ETA buyouts in 'B2B Services, Healthcare, Software, Skilled Trades, Financial Services' — Software named alongside Skilled Trades; genuinely both."
nakani-capital-partners,Nakani Capital Partners,Search/ETA,traditional,False,"Acquires 'niche manufacturing, distribution or service businesses' with recurring revenue from retiring owners — physical operating businesses, no tech."
pinestone-capital,Pinestone Capital,Search/ETA,traditional,False,Single-target search acquisition of 'services-based businesses' in a 'fragmented/niche industry'; recurring revenue but no tech signal.
search-capital-partners,Search Capital Partners,Search/ETA,traditional,False,Fund-of-search-funds backing searchers 'acquiring and scaling SMEs' in Italy/Europe; operating-business ETA with no tech signal.
software-combined,Software Combined,Portfolio Capital,tech,False,Perpetual-hold acquirer of 'successful B2B tech businesses' / 'B2B software businesses' in Europe and Oceania — explicit software focus.
trilogy-search-partners,Trilogy Search Partners,Search/ETA,mixed,False,"Search-fund equity for acquiring 'SaaS, healthcare & healthcare IT, tech-enabled services, and B2B services' — SaaS/IT tech plus traditional services."
65-equity-partners,65 Equity Partners,Patient Capital,mixed,False,"Long-hold minority equity in family/entrepreneur-led middle-market firms across 'consumer, industrials, business services, healthcare, technology' — tech is one of many."
asi-biz-exchange-eta-search-fund,ASI Biz-Exchange ETA Search Fund,Search/ETA,traditional,False,South Africa ETA backing searchers acquiring 'established private companies' from retiring owners; no sector/tech signal — operating-business succession.
altas-partners,Altas Partners,Patient Capital,mixed,False,"Long-hold PE in 'high-quality North American businesses with untapped potential,' 1-2/year; no sector named — too thin to call tech."
arpa-capital,Arpa Capital,Search/ETA,traditional,False,Mexico-focused acquirer of 'services sector mid-sized companies' with EBITDA >10% from retiring owners; no tech signal.
btg-pactual-timberland-investment-group,BTG Pactual Timberland Investment Group,Patient Capital,traditional,False,"TIMO investing in 'commercial timberland assets globally' (3.3M acres) — physical forestry real assets, no tech."
banner-ridge-partners,Banner Ridge Partners,Patient Capital,mixed,False,"PE secondaries / fund-of-funds buying LP stakes in 'niche PE managers (distressed, special situations, structured credit, turnaround)'; meta-allocator, underlying not tech."
bridge-capital,Bridge Capital,Search/ETA,traditional,False,"First search fund in Paraguay; acquired ProAgro — 'agronomic solutions, agricultural inputs, grain storage, fertilizer' agribusiness — physical, no tech."
burford-capital,Burford Capital,SMV,traditional,False,"Litigation finance funding 'commercial litigation, arbitration, antitrust' claims for Fortune 500 and law firms — legal-claim asset class, not tech companies."
cdib-capital-group,CDIB Capital Group,Sovereign Capital,mixed,False,"Asia-Pacific PE, VC, and asset management across 250+ portfolio companies over 65+ years; broad multi-strategy, no specific tech signal."
castlelake,Castlelake,SMV,traditional,False,"Asset-based private credit on hard/financial assets: jumbo mortgages, residential lending, specialty finance, consumer credit. Real assets, not tech companies."
crayhill-capital-management,Crayhill Capital Management,SMV,traditional,False,"Asset-based specialty finance (senior facilities, structured finance) collateralized by real/financial assets across Commercial Finance, Power & Infrastructure, Real Estate, TMT, tax-equity."
galena-asset-management,Galena Asset Management,Patient Capital,traditional,False,"Commodity trade finance and commodity-related PE affiliated with Trafigura commodity trading house. Physical commodities, not tech."
greenbacker-capital,Greenbacker Capital,Patient Capital,traditional,False,"Independent power producer that acquires/owns/operates clean energy infrastructure assets (solar, wind, storage). Real energy assets, not software companies."
hollyport-capital,Hollyport Capital,Patient Capital,mixed,False,"PE secondaries buying tail-end/legacy LP stakes 'across fund types and geographies' — sector-agnostic underlying holdings, no tech signal."
icg-strategic-equity,ICG Strategic Equity,Patient Capital,mixed,False,"GP-led secondaries / single-asset continuation vehicles for sponsors' best portfolio companies; sector-agnostic, no tech-specific signal in text."
marathon-asset-management,Marathon Asset Management,Patient Capital,traditional,False,"Opportunistic/asset-based credit across transportation, healthcare, real estate, consumer, specialty finance, CLOs. Real-economy and asset-based credit, not tech equity."
nova-infrastructure,NOVA Infrastructure,Patient Capital,traditional,False,"Middle-market infrastructure equity in environmental services, transportation, energy, and 'digital infrastructure' (physical infra assets), not software companies."
newview-capital,NewView Capital,Patient Capital,tech,False,Hybrid primary/secondary venture investor in 'enterprise software and fintech' growth/scale-up companies. Clearly software-sector tech.
northleaf-capital-partners,Northleaf Capital Partners,Patient Capital,mixed,False,"Mid-market PE, private credit (incl. asset-based specialty finance) and infrastructure; includes 'venture & growth' but dominated by sector-agnostic mid-market/credit/infra."
primary-wave-music,Primary Wave Music,Patient Capital,traditional,False,"Acquires music catalogs / IP and publishing rights (Marley, Prince, etc.). IP/royalty real assets, not a tech company."
promised-land-opportunity-zone-fund,Promised Land Opportunity Zone Fund,Patient Capital,traditional,False,Opportunity-zone fund holding U.S. farmland (corn/soybean acreage) on fixed-rate leases. Real agricultural assets.
slm-partners,SLM Partners,Patient Capital,traditional,False,"Real-assets manager in regenerative agriculture and forestry (croplands, grasslands, forestlands). Physical land assets."
spuri-capital,Spuri Capital,Search/ETA,traditional,False,"Brazil search fund acquiring one mid-sized operating company; preferred sectors renewable energy, healthcare, construction, agribusiness. Buys a physical business, no tech signal."
tree-line-capital-partners,Tree Line Capital Partners,Patient Capital,mixed,False,"Lower middle-market direct lending (term loans, unitranche) for acquisitions/recaps/refinancings; no sector or tech signal — too thin to tell economy."
v-rde-partners,Värde Partners,Patient Capital,traditional,False,"Credit and asset-based finance: real estate lending, commercial/consumer/fund finance, corporate credit. Asset-based/real-estate credit, not tech equity."
water-infrastructure-partners,Water Infrastructure Partners,Patient Capital,traditional,False,U.S. water infrastructure private equity holding physical water infrastructure assets. Real assets.
xpv-water-partners,XPV Water Partners,Patient Capital,traditional,False,"Water-sector growth equity/roll-ups in engineered products, drilling services, diagnostics, nutrient management (Atlas-SSI, Weisinger, Axius Water). Physical/industrial water companies."
african-capital-alliance,African Capital Alliance,Patient Capital,mixed,False,"Pan-African growth PE across 7 sectors plus real estate (retail/commercial/residential/hospitality) and asset management. Sector-agnostic growth + real estate, no tech focus."
all-in-capital,All In Capital,LMV,tech,False,"Pre-seed/seed VC investing in Indian startups via a founder community, leads rounds. Startup/tech VC."
anorak-ventures,Anorak Ventures,LMV,tech,False,Seed-stage venture firm backing 'transformative people & technology' — 120+ pre-seed/seed technology companies. Clearly tech.
arizona-founders-fund,Arizona Founders Fund,LMV,tech,False,"Seed/early-stage fund 'dedicated to its software startups' (Allbound, Better Agency). Explicitly software."
artha-venture-partners,Artha Venture Partners,LMV,tech,False,'India's first microVC fund house' backing early-stage/early-growth high-potential startups. Startup/tech VC.
atento-capital,Atento Capital,Patient Capital,tech,False,"Tulsa micro-VC making direct startup + fund LP investments, incl. deep-tech LatAm startups via GridX. Startup/tech investor."
booom,BOOOM,LMV,tech,False,"European pre-seed/seed VC in B2B/supply-chain/B2C startups (Qogita, Flatpay, SPREAD AI, Habyt). Software/marketplace startups."
beacon-fund,Beacon Fund,SMV,mixed,False,"Private debt to Vietnamese 'missing middle' SMEs, explicitly 'not hyper-growth,' underserved by banks; no sectors or tech signal given."
behind-genius-ventures,Behind Genius Ventures,LMV,tech,False,"Pre-seed/seed VC backing technical founders / 'technical storytellers,' incl. companies applying technology in legacy industries. Funds tech startups."
cantos,Cantos,LMV,tech,False,"Deep-tech/'near frontier' VC: micro-fission, unmanned defense, space, biotech, materials (Radiant, Neros, Astranis). Innovation is the technology itself."
cortado-ventures,Cortado Ventures,LMV,tech,True,"Seed-stage 'B2B tech for critical industries' (Energy, Healthcare, Manufacturing, Mobility & Logistics). Tech/SaaS serving traditional verticals."
emblem,Emblem,LMV,tech,False,"VC partnering with European founders at (pre)seed stage; portfolio is software startups (Lovable, Synq, Volta). Clearly tech."
eximius-ventures,Eximius Ventures,LMV,tech,False,"Pre-seed VC in Indian startups (Eka Care, Jar, Skydo — health/fintech). Startup/tech VC."
flyover-capital,Flyover Capital,LMV,tech,False,"Seed/Series Seed venture in middle-America 'tech leaders' / software companies (Opendorse, Verusen, Snappy Kraken). Software startups."
inflexor-ventures,Inflexor Ventures,LMV,tech,False,"Science/Engineering/Technology VC backing IP-led deep-tech, biotech, fintech founders. Tech-enabled startups."
innova-memphis,Innova Memphis,LMV,tech,False,"Early-stage seed investor in technology, healthcare and AgTech with strong IP. Tech/healthtech/agtech startups."
investisseurs-partenaires-i-p,Investisseurs & Partenaires (I&P),Patient Capital,mixed,False,"Impact investor financing SMEs and start-ups across ~20 Sub-Saharan countries; broad real-economy SMEs + startups, no tech focus."
kcrise-fund,KCRise Fund,LMV,tech,False,"Early-stage VC in tech companies tied to Kansas City — healthtech, AI, vertical SaaS, construction tech. Tech startups."
leonis-capital,Leonis Capital,LMV,tech,False,Research-driven pre-seed VC for technical founders building AI-native startups. Clearly tech/AI.
lumis-partners,Lumis Partners,Portfolio Capital,mixed,False,"'Build-Buy-Invest' alternative-assets platform, sector & stage agnostic, in Indian businesses and funds. Sector-agnostic holdco model, no tech focus."
magarac-venture-partners,Magarac Venture Partners,LMV,tech,False,"Early-stage (seed/Series A) Midwest VC backing 'market defining companies'; standard venture-equity tech framing, $500k-$5M checks."
mairs-power-venture-capital,Mairs & Power Venture Capital,LMV,tech,False,"Upper-Midwest venture in Software, Business Services, Healthcare, FinTech, EdTech. Multi-sector tech (software/fintech/edtech)."
nabventures,NABVENTURES,Sovereign Capital,traditional,False,"Funds 'agriculture, food, rural businesses and agri/rural financial services in India' - real-economy agribusiness/rural firms, not agtech software."
nucleus-capital,Nucleus Capital,LMV,tech,False,"Backs 'Programmable Biology, Food Technology, Neo Industrials' technical teams - deep tech/biotech, core innovation is technology."
redbud-vc,Redbud VC,LMV,tech,False,Pre-seed into 'earliest-stage generalist tech founders building massive tech companies' - funds tech startups.
robin-capital,Robin Capital,LMV,tech,False,"Angel/seed into 'Software 3.0/AI, deeptech (robotics, space)' founders - software/AI/deep tech is the product."
sarah-smith-fund,Sarah Smith Fund,LMV,tech,False,"Pre-seed/seed into 'AI, fintech, healthcare, generative AI' founders - AI/genAI-led tech thesis across sectors."
sauce-vc,Sauce VC,LMV,traditional,False,"Funds 'F&B, personal care, apparel/lifestyle consumer brands' in India - physical consumer-product brands, no tech signal."
silverton-partners,Silverton Partners,LMV,tech,False,Early-stage 'startups where technology can be used to build significant barriers' in Texas - tech is the moat/product.
tilia-impact-ventures,Tilia Impact Ventures,Patient Capital,mixed,False,"Backs 'sector-agnostic impact-driven founders solving environmental/social challenges' - no software/tech signal, do not guess tech."
wayfinder-ventures,Wayfinder Ventures,LMV,tech,False,"Funds startups in 'software, climate, frontier tech, AI, logistics' - tech-dominated early-stage thesis."
irrvrntvc,irrvrntVC,LMV,tech,True,"Funds 'AdTech, Ecomm Enablement, NextGen Commerce, Vertical SaaS, Fintech, Marketplaces' - vertical SaaS/fintech serving commerce verticals."
212,212,LMV,tech,False,"'Leading VC backing B2B tech startups in emerging markets' (Turkey, MENA) - funds tech companies."
black-farmer-fund,Black Farmer Fund,Patient Capital,traditional,False,"Invests in 'Black farmers, herbalists, restaurant owners, caterers, food distributors' - physical food/farm businesses."
black-sheep-capital,Black Sheep Capital,LMV,tech,False,"Funds 'SaaS, AI, regtech, fintech, marketplaces' early-stage - tech-led (SaaS/AI) thesis, not predominantly one vertical."
bridgewest-ventures-nz,Bridgewest Ventures NZ,Venture Studio,tech,False,"Deep-tech incubator in 'Clean Tech, AI/ML, MedTech, Life Sciences, Advanced Sensors' - deep tech is the product."
cambridge-innovation-capital,Cambridge Innovation Capital,Patient Capital,tech,False,Series A into 'Cambridge University-linked deep tech and life sciences startups' - deep tech/life sciences companies.
climate-vc-fund-2040-ventures,Climate VC Fund (2040 Ventures),LMV,tech,True,"'Australasian climate venture capital' funding 'climate-tech startups' in water, energy, waste, agri-food - climatetech serving climate vertical."
concrete-ventures,Concrete Ventures,LMV,tech,False,Atlantic Canadian pre-seed for founders 'building massively scalable tech businesses' - funds tech startups.
eastend-ventures,Eastend Ventures,LMV,tech,False,Early-stage investor backing 'B2B tech companies' in Australia - funds tech firms.
first-australians-capital,First Australians Capital,Patient Capital,traditional,False,"Blended/community capital for 'First Nations-led businesses, industry-agnostic, regional/rural' - real-economy community businesses, no tech signal."
island-capital-partners,Island Capital Partners,LMV,mixed,False,"'We invest mostly at the pre-seed and seed' in PEI/Atlantic Canada startups - text too thin, no explicit tech signal."
lendistry-capital-partners,Lendistry Capital Partners,Patient Capital,traditional,False,"Private/structured credit to 'U.S. SMBs, particularly underserved/minority entrepreneurs' - funds real-economy SMBs (its own platform is tech, not its targets)."
maui-toa,Maui Toa,Patient Capital,tech,False,"VC into 'high-growth impact-led technology and innovation companies' in NZ - funds tech companies (generic, no vertical)."
maycomb-capital,Maycomb Capital,Patient Capital,traditional,False,"Outcomes-financing for 'social enterprises in workforce, early childhood, affordable housing, healthcare access, social services' - physical/social real-economy."
native-american-venture-fund-navf,Native American Venture Fund (NAVF),Patient Capital,traditional,False,"Diversified Tribal Enterprises: 'pharmaceutical production, specialty finance, renewable energy, e-commerce, online gaming, carbon credits' - mostly physical real-economy."
oxford-science-enterprises,Oxford Science Enterprises,Patient Capital,tech,False,"Evergreen VC for 'Oxford spinouts in Deep Tech, Life Sciences, HealthTech' - deep tech/life sciences dominant."
psv-preseed-ventures,PSV (PreSeed Ventures),Patient Capital,tech,False,Pre-seed venture house for 'Nordic software and deep-tech startups out of DTU' - software/deep tech companies.
pangaea-ventures,Pangaea Ventures,Patient Capital,tech,False,"Hard-tech investor in 'materials science, chemistry, biology hard-tech companies' - deep/hard tech is the product."
runway-rooted-fund,RUNWAY (Rooted Fund),Patient Capital,traditional,False,"Integrated capital into 'Black-owned businesses, cooperatives, social impact organizations' across U.S. - main-street/community, no tech signal."
restorative-economies-fund-kataly-foundation,Restorative Economies Fund (Kataly Foundation),Patient Capital,traditional,False,"Integrated capital for 'land/housing stabilization, built environment infrastructure, community projects' - physical land/housing real-economy."
sunwealth,Sunwealth,Patient Capital,traditional,False,"Project finance for 'community-based solar and storage projects' - physical clean-energy assets, not software companies."
tricor-pacific-capital,Tricor Pacific Capital,Patient Capital,traditional,False,Family office buying 'mature durable businesses (EBITDA $5-25M) and real estate' - buyout of physical businesses/real assets.
triptyq-capital,Triptyq Capital,LMV,tech,False,"Seed into 'tech startups in digital entertainment & interactive media (digital tools, platforms, fan engagement)' - funds tech/platforms."
virescent-ventures,Virescent Ventures,Sovereign Capital,tech,True,"Funds 'climate tech companies: clean energy, mobility & smart cities, food & ag, circular economy' - climatetech serving climate vertical."
bergman-beving,Bergman & Beving,Portfolio Capital,traditional,False,"Serial acquirer of 'niche technology companies' in Machinery & Equipment, Safety Tech, PPE, Utilities - physical industrial products, not software."
better-society-capital,Better Society Capital,Patient Capital,traditional,False,"Social-impact investor across 'housing, economic opportunity, climate and energy, health' via fund managers - real-economy/social sectors, no tech signal."
boston-omaha,Boston Omaha,Portfolio Capital,traditional,False,"Holdco operating 'broadband, billboards, surety insurance, asset management' - physical infrastructure/insurance businesses."
bronze-valley,Bronze Valley,LMV,tech,False,"Funds under-resourced founders in 'SaaS, consumer, health, marketplace, cybersecurity' - SaaS/marketplace/cyber-led tech thesis."
cherokee-investment-management,Cherokee Investment Management,Sovereign Capital,traditional,False,"Strategic acquisitions held in perpetuity of 'MBE businesses; utilities, financial services, healthcare, energy' - physical/services holdco."
compass-diversified,Compass Diversified,Portfolio Capital,traditional,False,"Publicly-traded holdco doing 'platform + add-on acquisitions of middle-market companies' - diversified physical businesses, no tech signal."
development-bank-of-wales,Development Bank of Wales,Sovereign Capital,mixed,False,"Economy-wide Welsh finance: 'starting, growing, buying, tech ventures, property development, going green' - broad mandate incl. tech and property."
eos-advisory,Eos Advisory,LMV,tech,False,"Invests in and commercialises 'knowledge intensive science and technology companies' (diagnostics, clean energy); innovation/tech is the core product."
fintech-ventures-fund,Fintech Ventures Fund,LMV,tech,True,"Funds 'early-stage North American fintech (insurtech, wealthtech, banking, lending)' — software/platforms serving financial-services verticals."
g-o-a-t-brand-labs,G.O.A.T Brand Labs,Portfolio Capital,traditional,False,"Acquires/rolls up Indian D2C consumer brands in the 'lifestyle space'; targets are physical consumer-product brands, not software."
hggc,HGGC,Portfolio Capital,mixed,False,"Mid-market PE across 'technology, business services, financial services, and consumer sectors' — spans tech and non-tech."
halcyon-futures,Halcyon Futures,Patient Capital,tech,False,"Backs founders 'building in AI safety, biosecurity, critical cybersecurity' — AI/cyber are the core technology."
idun-industrier,Idun Industrier,Portfolio Capital,traditional,False,Permanent owner of 'small and medium sized high-quality Swedish companies that are market leaders in small niches' — physical niche businesses.
judges-scientific,Judges Scientific,Portfolio Capital,traditional,False,"Serial acquirer of 'scientific instrument businesses' — physical instrument manufacturers, not software-led."
lifco,Lifco,Portfolio Capital,traditional,False,"Acquires 'market-leading niche businesses (Dental, Demolition & Tools, Systems Solutions)' — physical niche operating companies."
metaplanet,Metaplanet,Patient Capital,tech,False,"Evergreen firm backing 'deep-tech mission-driven founders in AI & Robotics, Life Sciences, Enterprise, Crypto' — technology is the core."
nexphase-capital,NexPhase Capital,Portfolio Capital,mixed,False,"Mid-market PE in 'consumer, healthcare, and software & technology' — mix of tech and non-tech sectors."
northern-gritstone,Northern Gritstone,Patient Capital,tech,False,Invests in 'deep technology and life sciences spinouts' from Northern England universities — science/tech is the core product.
nucleation-capital,Nucleation Capital,LMV,mixed,False,"Funds 'advanced nuclear, carbon capture, grid enhancement ventures' — deep-tech energy hardware; scale comes from physical energy assets, not software."
oss-capital,OSS Capital,LMV,tech,False,Exclusively backs 'commercial open source software (COSS) startup founders' — pure software.
outset-capital,Outset Capital,LMV,tech,False,"Backs 'AI, devtools, robotics, future of work founders' — technology is the core product."
overline,Overline,LMV,tech,False,Inception-to-seed startup VC writing 'first checks' to Southeast founders; canonical early-stage tech-startup venture.
penta-capital,Penta Capital,Portfolio Capital,traditional,False,"UK mid-market PE buy-outs of 'businesses with leading niche positions, proven profitable growth' — no tech signal; established SMB buyouts."
razor-group,Razor Group,Portfolio Capital,traditional,False,"Aggregator roll-up of 'Amazon FBA / e-commerce brands' — physical consumer-product brands, not software."
soundcore-capital-partners,Soundcore Capital Partners,Portfolio Capital,traditional,False,"Buy-and-build PE in 'Industrial Services, Specialty Manufacturing, Value-Added Distribution' — physical lower-middle-market businesses."
teqnion,Teqnion,Portfolio Capital,traditional,False,Serial acquirer of 'robust industrial companies operating in narrow technology niches' — physical industrial subsidiaries.
wealth-partners-capital-group,Wealth Partners Capital Group,Patient Capital,traditional,False,"Invests M&A/growth capital into 'Registered Investment Advisors (RIAs)' — wealth-management service firms, not software."
1337-ventures,1337 Ventures,LMV,tech,False,Early-stage VC + accelerator for 'Southeast Asia startups seeking product-market fit' — tech-startup funder.
ahl-venture-partners,AHL Venture Partners,Patient Capital,mixed,False,"African businesses across 'Climate Action, Financial Inclusion, and Food & Agriculture' — mixes fintech with physical agri/climate sectors."
arm-harith-infrastructure-investment,ARM-Harith Infrastructure Investment,Patient Capital,traditional,False,"Infrastructure PE in 'Power & Energy Transition, Transport & Logistics, Water/Waste' projects — physical infrastructure."
activat-vc,Activat VC,LMV,tech,False,Funds 'IT startups in Kazakhstan / Central Asia at pre-seed and seed' — IT/software startups.
anchorless-bangladesh,Anchorless Bangladesh,LMV,tech,False,Early-stage 'Venture Capital for Bangladesh' backing founders with transformative ideas — startup-tech venture funder.
bank-of-north-dakota,Bank of North Dakota,Sovereign Capital,traditional,False,"State development bank: 'ag loans, business loans, infrastructure revolving loan funds, student loans' — overwhelmingly traditional lending (small VC fund aside)."
catalyst-fund,Catalyst Fund,LMV,tech,True,Funds founders 'building tech solutions for climate adaptation in Africa (fintech for climate resilience)' — fintech/climate-tech serving a vertical.
cehta-capital,Cehta Capital,Patient Capital,mixed,False,"Funds 'circular economy, renewable energy, waste valorization, agrovoltaics, desalination' plus startup verticals — mix of physical projects and startups."
dob-equity,DOB Equity,Patient Capital,traditional,False,"East Africa impact equity in 'Sustainable Food Systems, Renewable Energy, Water & Sanitation Services' — physical real-economy sectors."
franchise-equity-partners,Franchise Equity Partners,Patient Capital,traditional,False,Provides growth capital to 'best-in-class franchise operators' — physical franchise operating businesses.
goodwell-investments,Goodwell Investments,Patient Capital,mixed,False,"African companies in 'agriculture, financial services, mobility and logistics' — mixes financial services with physical agri/mobility."
hadley-capital,Hadley Capital,Portfolio Capital,traditional,False,"'Small Business Private Equity ... We Buy Small Companies' — buyouts of family/founder-owned small businesses, no tech signal."
hadley-family-capital,Hadley Family Capital,Search/ETA,traditional,False,Search-fund investor backing 'acquisition entrepreneurs targeting small and family-owned businesses' — physical SMB acquisition.
healthcap-africa,HealthCap Africa,LMV,tech,True,Pre-Series A VC into 'healthtech and fintech startups' across Africa — software serving health/finance verticals.
hidden-valley-capital,Hidden Valley Capital,Search/ETA,traditional,False,"Owner-operator group acquiring 'lower & middle market businesses' to give them a permanent home — physical SMBs, no tech signal."
impacta-vc,Impacta VC,LMV,tech,True,"Seed VC for LATAM founders in 'insurance, mental health, agtech, accessibility' — predominantly tech/software serving verticals (insurtech, agtech)."
japan-bank-for-international-cooperation-jbic,Japan Bank for International Cooperation (JBIC),Sovereign Capital,traditional,False,"Policy bank financing 'energy/resources/infrastructure projects globally, hydrogen/clean energy, export loans' — overwhelmingly infrastructure/trade finance."
lereko-investments,Lereko Investments,Patient Capital,traditional,False,"Holding company in 'automotive, mining, property management, renewable energy, gaming, logistics' — physical/diverse real-economy assets."
most-ventures,MOST Ventures,LMV,tech,False,Seed/Series A VC 'empowering Central Eurasian tech founders' — explicit tech-startup funder.
mass-general-brigham-ventures,Mass General Brigham Ventures,Patient Capital,mixed,False,"Healthcare-system CVC, but page is 'navigation-only' with funded-target sectors 'unspecified' — text too thin to call tech."
mille-lacs-corporate-ventures,Mille Lacs Corporate Ventures,Portfolio Capital,traditional,False,"Operates physical businesses: 'gaming, hospitality, government contracting, tribal economy investing, cultivation' — real-asset operating companies, no software/platform core."
new-mexico-state-investment-council,New Mexico State Investment Council,Sovereign Capital,mixed,False,"Multi-asset sovereign fund: 'public equity / fixed income / private equity / real estate / NM-resident venture capital' — spans real estate and VC, not tech-specific."
old-mutual-private-equity,Old Mutual Private Equity,Patient Capital,mixed,False,"Generalist PE in 'medium to large companies operating predominantly in South Africa across all sectors' — no tech signal, all-sector."
patamar-capital,Patamar Capital,Patient Capital,mixed,False,"Funds 'affordable housing, climate, healthcare, education, agriculture, SME digitization' — mix of physical sectors and digitization; genuinely both."
persistent-energy,Persistent Energy,Patient Capital,traditional,False,"'Venture Builder' for 'solar, off-grid energy, e-mobility, clean-tech' in Africa — physical energy infrastructure/hardware, not a software platform."
pomona-impact,Pomona Impact,Patient Capital,mixed,False,"Funds 'growth-stage social enterprises'; accelerators in 'Greentech, Agri Food Systems, Renewables' — impact/physical-leaning, no software signal, ambiguous."
roche-venture-fund,Roche Venture Fund,Patient Capital,mixed,False,"Invests in 'pharmaceuticals, diagnostics and digital health' — pharma/diagnostics are bio/physical; digital health is tech. Genuinely both."
sp-ventures,SP Ventures,Patient Capital,tech,True,"'AgFoodTech and ClimateTech founders ... agritech, agri-fintech' — software/platforms serving agriculture (vertical tech)."
salkantay-ventures,Salkantay Ventures,LMV,tech,True,"Funds 'EdTech, JobTech, HealthTech, Fintech, Proptech, SaaS, Agtech' — software verticals serving traditional sectors."
sango-capital,Sango Capital,Patient Capital,traditional,False,"Mid/upper-middle-market businesses in 'food value chain, energy/power, infrastructure' across Africa — physical real-economy sectors."
seedstars-africa-ventures,Seedstars Africa Ventures,LMV,mixed,False,"Early-stage across 'fintech, energy, telecom, agritech, e-mobility' — fintech/agritech are software but energy/telecom/e-mobility are physical; both."
smash-vc,Smash.vc,Search/ETA,mixed,False,"Backs SMB acquisitions of 'towing, SaaS, profitable businesses' by searchers — mix of physical SMBs and SaaS; SMB ETA capital."
tana-africa-capital,Tana Africa Capital,Patient Capital,mixed,False,Evergreen 'African companies (page sparse on sector specifics)' — text too thin to determine tech vs physical.
verod-kepple-africa-ventures,Verod-Kepple Africa Ventures,LMV,tech,True,"Backs Pan-African 'tech founders ... embedded finance, fintech, payments' at Series A — software/fintech serving the continent (vertical tech)."
